"data_size","cache_size","hit","miss"
844073,15,6752513,56
599780,8855,4653229,136156
890209,104721,6886120,130831
843620,75890,6438961,234109
96501,514,768789,2705
149734,12819,1155756,29297
933737,74,7469781,41
435364,28,3482869,15
271623,80,2039306,133598
173552,6,1375821,12589
295811,76272,2288062,2154
564980,43,4519784,13
875870,87598,6735839,183523
457663,48,3661248,8
55340,11234,422832,8654
687933,21011,5392168,90285
935555,197898,7261668,24874
629048,3356,5014106,14922
891608,71,7132753,40
496388,78813,3851805,40486
112854,3102,871629,28101
934593,50,6833701,642993
585612,165714,4429018,90164
625714,78564,4771453,155695
828916,121429,6394120,115779
112749,165,900020,1807
82356,105,626163,32580
194477,23524,1464284,68008
464070,138,3669297,43125
473921,33129,3681548,76691
306354,135,2420539,30158
256391,24,2051087,17
890110,114302,6911531,95047
818306,54,6546358,36
212469,44871,1605190,49691
391047,33318,3072546,22512
861102,13558,6871962,3296
635807,22968,4946050,117438
24886,366,198046,676
25005,4586,194163,1291
184135,36788,1430365,5927
561198,33108,4209462,247014
297371,18622,2275884,84462
865156,15125,6898592,7531
287741,10,2298835,3083
956286,172107,7406384,71797
531441,96512,4005590,149426
73945,47,539046,52467
287319,45307,2228194,25051
380006,54169,2898177,87702
632924,77,5063303,12
883656,171973,6761971,135304
969770,210645,7388244,159271
207903,21910,1614789,26525
757009,113758,5855898,86416
154378,2503,1177922,54599
894523,300568,6832685,22931
424339,25553,3293858,75301
663659,75234,5047626,186412
212259,173,1697089,810
934993,240900,7131162,107882
790973,135,6251596,76053
468273,119002,3562512,64670
228277,3786,1729668,92762
227255,75183,1721951,20906
635947,128613,4940155,18808
389356,57774,3016636,40438
354083,61376,2691781,79507
323730,58102,2477066,54672
445063,29,3173394,387081
11238,281,89432,191
471389,182105,3577563,11444
959998,3658,7272740,403586
155761,9,1241788,4291
489809,23,3918424,25
633653,122,4985133,83969
930874,42833,7143246,260913
189469,22956,1326283,166513
251112,88463,1916945,3488
315601,19859,2363828,141121
889687,18243,6833687,265566
355949,18,2847546,28
565438,221552,4291782,10170
15161,3873,111295,6120
815128,154138,6216359,150527
361035,128237,2744807,15236
395633,87458,3063116,14490
543846,136450,4212253,2065
596516,194274,4524983,52871
616515,36608,4785009,110503
378460,29333,2969590,28757
109131,16684,847710,8654
667067,167539,5102121,66876
840692,21,6725464,51
675246,34986,5138152,228830
942024,87,7536068,37
207261,48325,1604475,5288
436803,93721,3369559,31144
333634,46441,2512500,110131
88288,15,706284,5
818199,8774,6518633,18185
273603,93126,2058425,37273
527065,12298,4035767,168455
142772,18521,1098112,25543
249494,68806,1899050,28096
695727,93579,5298287,173950
765283,142826,5843582,135856
44546,133,354478,1757
948956,115968,7365760,109920
593127,5438,4477885,261693
41547,7389,322716,2271
564118,87244,4382194,43506
641910,70,5135204,6
989881,5333,7887540,26175
255050,65,1885974,154361
398892,19729,3098710,72697
39515,916,314999,205
105472,31974,811730,72
977879,113,7822903,16
215644,11309,1660476,53367
121530,17815,934847,19578
101124,7800,785506,15686
119274,23959,904893,25340
900058,153,7165927,34384
273195,2162,2100150,83248
689024,11731,5491141,9320
532011,44062,4120090,91936
245172,7234,1867650,86492
567217,86821,4396897,54018
963240,1465,7643945,60510
438265,95951,3345050,65119
974723,196410,7565930,35444
671033,39,4823438,544787
111528,15272,865623,11329
653693,6053,5032719,190772
669300,26799,5279343,48258
597565,19097,4652387,109036
686582,402179,4806074,284403
128785,33204,982609,14467
891230,89808,6892905,147127
153238,66842,1142465,16597
125717,17945,962066,25725
941909,127693,7151384,256195
374469,86156,2846727,62869
617179,99,4665602,271731
460544,8588,3478229,197535
539875,349,4293026,25625
459048,52056,3565966,54362
927791,348233,7062886,11209
937502,19258,7276759,203999
496327,15,3970562,39
139072,128,1096942,15506
42568,105,327315,13124
78666,3,629317,8
808145,86,6054797,410277
91302,20251,709171,994
275490,170,2188074,15676
585209,38,4681594,40
763201,112333,5342407,650868
954777,15,6749815,888386
796157,71,5982084,387101
635612,47429,4861092,176375
857122,193679,6482371,180926
949264,158162,7374119,61831
332790,58586,2553917,49817
69347,895,552969,912
934522,116550,7129050,230576
632580,13574,4804853,242213
495997,119222,3846991,1763
193668,49805,1453545,45994
832102,6583,6275496,374737
478466,9584,3706763,111381
907391,119897,6919957,219274
893379,320039,6801775,25218
131616,123,1035651,17154
752119,78,5666126,350748
235666,42444,1824713,18171
884313,163635,6753150,157719
616602,122414,4695334,115068
451456,30522,3427262,153864
996888,109,7724053,250942
810878,11590,6174905,300529
137937,1,1000890,102605
472982,56187,3644278,83391
170240,138,1347163,14619
365229,3488,2910005,8339
76762,6274,584778,23044
882406,13144,6781059,265045
404614,7,3213573,23332
930553,84,7444308,32
885684,43,6410556,674873
931725,32068,7338892,82840
886329,182337,6758831,149464
860465,18179,6855620,9921
649791,7365,5178230,12733
746440,78,5971425,17
352224,3192,2702583,112017
971603,46,7772744,34
446714,28737,3467573,77402
213698,17742,1604055,87787
630010,38270,4894077,107733
995846,151,7928891,37726
34384,5916,264805,4351
419618,63433,3128321,165190
351094,32856,2672472,103424
369364,938,2947182,6792
454589,78799,3531346,26567
841885,8002,6719066,8012
139082,2693,1109682,281
146993,59860,1089623,26461
126919,135,1002666,12551
620261,291248,4624621,46219
144123,6280,1103695,43009
16202,2960,125797,859
904890,242690,6904166,92264
356172,18461,2719111,111804
52884,8,420749,2315
85452,5660,644007,33949
65428,334,498829,24261
226594,5272,1805403,2077
971509,210660,7540952,20460
85828,16616,666684,3324
865703,2046,6909167,14411
708264,50612,5491851,123649
366408,27119,2884589,19556
90604,548,723457,827
309500,24485,2404218,47297
423718,54,3389676,14
58144,1300,463219,633
282770,7084,2254046,1030
706122,120055,5387212,141709
141840,8637,1094912,31171
918776,21122,7137312,191774
791763,74315,6073811,185978
353398,13139,2684094,129951
550635,57,4405017,6
196053,155,1560742,7527
260000,3785,2071874,4341
154429,1,1120558,114873
954234,14588,7602351,16933
459883,4383,3663557,11124
148663,41695,1144065,3544
972813,328667,7416941,36896
400181,8354,3025062,168032
496633,9481,3963135,448
646260,63947,4914810,191323
583022,24553,4585945,53678
844745,34,6170797,587129
857699,14225,6828832,18535
814106,16602,6209177,287069
632664,191496,4783644,86172
625691,154,4983095,22279
753349,58268,5846139,122385
853327,92,6430324,396200
946784,103,7221181,352988
685299,15264,5464727,2401
512269,25217,3987960,84975
781285,367248,5819159,63873
612816,205512,4672206,24810
683453,34078,5432575,971
771864,80919,5886129,207864
185432,1098,1430853,51505
819695,20917,6107913,428730
522851,63745,3987318,131745
376092,161,2999267,9308
608317,108208,4616888,141440
679047,338967,4753329,340080
442665,46,3541269,5
652880,27487,5166432,29121
770915,21792,6045928,99600
322051,33,2576374,1
747530,96740,5685567,197933
154301,33255,1198575,2578
398517,18749,3089236,80151
256042,61,1891859,156416
492851,6721,3927659,8428
60432,3757,468995,10704
550061,146823,4203669,49996
993580,163159,7712466,73015
339562,4942,2707803,3751
726143,187035,5542638,79471
78185,7012,591246,27222
465463,124014,3552818,46872
902909,318164,6778787,126321
725333,75164,5505870,221630
953029,462077,6877526,284629
971241,98,7769798,32
462120,152730,3528390,15840
548512,398903,3839584,149609
411275,26,3290144,30
408886,2411,3262487,6190
771212,259921,5899632,10143
421843,59,3162951,211734
163116,21271,1260846,22811
141322,8760,1084604,37212
573146,14676,4564617,5875
893703,127,7149492,5
359594,11941,2787344,77467
65285,18047,489023,15210
974846,61,7191704,607003
910180,263846,6957115,60479
27696,9134,209126,3308
740741,163260,5754235,8433
977911,146854,7428546,247888
222166,7,1764760,12561
938768,79,7069022,441043
507563,53113,3869391,138000
100564,8281,762903,33328
448968,129576,3436889,25279
767439,90415,5955678,93419
997730,20429,7821464,139947
499918,8472,3989566,1306
408848,155,3254654,15975
99681,19,797421,8
982635,201282,7627395,32403
565753,59,4525959,6
29503,80,220078,15866
815029,272547,6234180,13505
964778,54,7077183,640987
783453,27248,6022049,218327
661284,8810,5096654,184808
633689,184645,4835286,49581
990756,42865,7882909,274
703195,168414,5456624,522
557159,89,4189369,267814
555934,3025,4300746,143701
909034,6756,6982753,282763
833128,191390,6465981,7653
334246,149,2660312,13507
150051,2702,1195748,1958
902081,82841,7001574,132233
395856,129513,3017359,19976
523255,115963,4064729,5348
12579,1656,96332,2644
721147,238433,5494364,36379
977296,141786,7454085,222497
113696,3352,866986,39230
931256,111,7259554,190383
857461,10080,6588528,261080
215965,10,1511755,215955
588070,14813,4684396,5351
456576,125833,3473615,53160
237251,39005,1811700,47303
335150,9463,2559865,111872
305159,16743,2353980,70549
271423,107134,2055606,8644
300947,7,2391387,16182
296013,10,2082333,285761
376130,3,2637520,371517
391609,152,3116967,15753
286247,66819,2193836,29321
358396,11597,2760003,95568
301433,38352,2371461,1651
75762,11,606069,16
203832,28914,1552407,49335
143872,8024,1073521,69431
296947,30016,2319531,26029
239966,471,1909912,9345
30792,7173,238965,198
576435,7907,4599480,4093
140639,43127,1065091,16894
575735,88,4605791,1
846756,32327,6733655,8066
82778,24231,632948,5045
972535,660030,6807745,312505
298110,31265,2309751,43864
19515,3478,151007,1635
136328,10524,1041279,38821
300910,67713,2278437,61130
708757,31161,5403965,234930
574519,7920,4578996,9236
685787,243976,5229561,12759
769826,152592,5853485,152531
632539,18592,4828043,213677
205270,44,1489639,152477
43084,10203,329486,4983
185635,61961,1413611,9508
285649,5932,2199086,80174
369321,138112,2793055,23401
39973,132,315765,3887
518489,45,3771394,376473
39515,7552,301919,6649
831267,192324,6457470,342
194899,17,1559154,21
983954,113496,7637845,120291
949711,231397,7264027,102264
575531,46,4187008,417194
744933,8282,5786814,164368
318509,3394,2541771,2907
395873,5237,3155117,6630
382571,11256,3032498,16814
845990,3666,6560876,203378
889342,309709,6801266,3761
952099,604,7549307,66881
579704,49528,4503209,84895
625474,64295,4767126,172371
380563,40540,2891826,112138
485425,89660,3698814,94926
126111,28217,979602,1069
957959,151872,7409899,101901
833046,164622,6361578,138168
753779,37014,5838083,155135
501824,27657,3743151,243784
173009,2,1282029,102041
909521,256467,6943444,76257
451461,220831,3377290,13567
326932,133280,2477598,4578
911984,68955,6910772,316145
264126,63713,1999136,50159
658240,40,5265835,45
635761,215925,4860959,9204
635541,108674,4927395,48259
760842,30,5432770,653936
377782,18096,2870787,133373
819574,180711,6361855,14026
858436,160,6802326,65002
759652,19,6077138,59
334300,15438,2567021,91941
37217,1058,296444,234
790451,41330,6134488,147790
949892,73,7599057,6
327498,29454,2553776,36754
691561,88,5234346,298054
406229,12,3249732,88
656458,127776,5006051,117837
814182,271148,6216785,25523
169659,21178,1304371,31723
734855,84,5511685,367071
576498,30227,4502597,79160
69384,6835,531539,16698
589996,63,4380862,339043
221146,1660,1711876,55632
790080,12749,6305554,2337
288597,29169,2241874,37733
248637,21853,1931389,35854
10221,646,79274,1848
871343,248240,6099401,623103
517160,41,3730437,406802
136997,45291,1043611,7074
416082,14711,3160795,153150
207283,12096,1606541,39627
720620,146628,5595645,22687
99171,68,739175,54125
752789,222051,5690208,110053
388695,32652,3019416,57492
544048,215524,4123117,13743
616884,255095,4632188,47789
934296,23202,7358847,92319
915724,75338,6967660,282794
342238,64459,2616990,56455
489285,1,3550038,364241
346064,47447,2672866,48199
227110,173,1816258,449
891910,174960,6919554,40766
915208,69605,6769070,482989
102813,63,768742,53699
47948,5,375237,8342
212399,74089,1604591,20512
430582,121065,3287340,36251
305160,38229,2370507,32544
274428,10414,2077858,107152
939061,103788,7176165,232535
843393,243795,6444118,59231
408820,18976,3175776,75808
351957,94264,2693032,28360
484604,14134,3694066,168632
712706,138200,5444910,118538
29377,181,234246,589
119838,3338,912188,43178
33584,6510,257963,4199
409727,31967,3181240,64609
336409,10024,2565922,115326
998539,11145,7957582,19585
249597,67766,1911005,18005
39618,680,314538,1726
825845,18539,6358771,229450
456490,2582,3546084,103254
14582,5031,111285,340
716376,210463,5457776,62769
972479,26044,7749611,4177
714714,3264,5398416,316032
141018,24483,1064166,39495
25963,2246,201515,3943
362960,7,2888723,14950
748937,220171,5711646,59679
933055,271961,7105377,87102
581163,63348,4494808,91148
16946,3309,131574,685
591586,11424,4714707,6557
460997,273,3670174,17529
428761,13905,3293283,122900
769238,163927,5882215,107762
630548,67,5044291,26
326112,133205,2475223,468
490332,13,3922587,56
721413,90719,5503643,176942
576479,45,4611778,9
450057,59356,3480164,60936
882549,127807,6695905,236680
934096,96,7472645,27
984012,60786,7638108,173202
240086,36561,1880982,3145
730465,138331,5668410,36979
61357,150,487841,2865
979114,203133,7560509,69270
831323,26,6650512,46
662398,150880,5145645,2659
150583,28791,1157107,18766
466178,35230,3621347,72847
889746,166721,6814899,136348
732592,175009,5501274,184453
994474,41826,7725382,188584
863769,269078,6563537,77537
176091,4569,1360818,43341
988633,146,7825770,83148
553664,58891,4301053,69368
698601,49558,5422407,116843
570235,82083,4429681,50116
234684,72934,1784140,20398
784852,217903,5978577,82336
447217,3,3370899,206834
16768,475,132942,727
528908,105377,4105542,20345
190553,19440,1480171,24813
52210,8845,405496,3339
248754,238,1980068,9726
527600,31665,4061185,127950
954168,27759,7406269,199316
160185,28652,1226549,26279
684082,109386,5188890,174380
244872,31361,1914848,12767
34202,11615,257015,4986
64451,11532,494570,9506
57054,8381,435996,12055
560684,6582,4467200,11690
220448,32706,1712458,18420
668859,99036,5090641,161195
568136,35800,4413359,95929
829910,91,6315859,323330
778707,14202,6212271,3183
962790,272868,7419419,10033
130740,9988,1008514,27418
477066,85516,3705982,25030
647990,111151,4950088,122681
506135,8941,4035794,4345
270909,68194,2032795,66283
274121,25,2192928,15
288097,4754,2297104,2918
793114,19726,6324531,655
957637,39,7661014,43
52255,1279,415834,927
848877,5527,6774869,10620
338412,85,2560196,147015
332487,2418,2653333,4145
493197,52154,3816826,76596
712717,101607,5536611,63518
272291,54283,2083592,40453
826062,12760,6582092,13644
892697,34041,6928727,178808
618495,8,4925764,22188
315158,81,2352724,168459
190085,4167,1476619,39894
519446,201892,3920692,32984
588101,84203,4562475,58130
105706,23423,812051,10174
656941,319856,4932256,3416
36120,12321,275628,1011
462459,14780,3683638,1254
279869,131,2211005,27816
580533,8882,4408234,227148
839061,276763,6385671,50054
922955,7913,7365637,10090
903747,159,7171519,58298
407773,82181,3104332,75671
953620,225956,7331184,71820
698206,173774,5358168,53706
800952,24746,6313802,69068
759584,9682,6051088,15902
991208,13,7929580,71
335407,18658,2568876,95722
875544,3421,6977300,23631
136749,1607,1054569,37816
810127,12564,6455977,12475
603826,117195,4690624,22789
442074,145,3499935,36512
910912,118263,7003831,165202
313472,63014,2435103,9659
349255,79828,2694363,19849
845696,12632,6749484,3452
284665,36,2277272,12
326033,109,2528355,79800
569735,102352,4419342,36186
348259,4867,2658025,123180
509122,165272,3849373,58331
22387,4146,171493,3457
391613,9,2754821,378074
546929,115729,4248640,11063
451433,1510,3487657,122297
471868,59722,3599691,115531
989659,32154,7875019,10099
523071,28,4184521,19
144753,15,1158001,8
689913,36,4952355,566913
328092,65726,2548641,10369
738281,121612,5735116,49520
317836,75,2368517,174096
850225,1306,6450647,349847
190896,16325,1451084,59759
48235,6636,374308,4936
894175,65295,6940149,147956
153908,56249,1077356,97659
537160,81896,4133223,82161
932793,89429,7178845,194070
627151,74161,4871852,71195
232333,9,1853374,5281
755868,25376,5770984,250584
159938,8859,1213426,57219
770929,29033,5862230,276169
526587,38378,4029257,145061
174022,25379,1321827,44970
868517,2187,6541451,404498
103624,19305,796968,12719
11740,618,88636,4666
728626,110,5637798,191100
712982,86682,5439511,177663
134748,18494,1030810,28680
431035,21109,3373279,53892
864389,111591,6569577,233944
666710,3,4674373,659304
46552,12036,357548,2832
841581,155983,6531644,45021
418879,361,3332846,17825
21571,5650,165167,1751
65255,11,522021,8
603087,8,4803043,21645
28782,2,230251,3
569581,7,4523236,33405
188488,15982,1467850,24072
221027,5732,1687181,75303
695222,9597,5264843,287336
434915,35443,3331605,112272
283738,118377,2133112,18415
223225,36347,1723394,26059
650923,12713,5187168,7503
669339,4915,5340242,9555
334435,28237,2584367,62876
61019,9487,473536,5129
796860,91930,6092044,190906
544245,203,4353701,56
131069,7136,1017941,23475
902016,91,6797047,418990
849382,184748,6598181,12127
724042,9780,5778025,4531
893454,6284,6754941,386407
860559,263884,6490975,129613
254457,168,2031563,3925
48085,1692,371813,11175
190176,85309,1435075,1024
924354,60,6853919,540853
814881,61,6073487,445500
863148,33567,6705166,166451
575578,24836,4471214,108574
139172,1940,1109384,2052
717614,2,5024231,716679
311963,85071,2391593,19040
52778,2938,406877,12409
263155,33220,2041371,30649
505186,14,4041437,37
28741,3554,223190,3184
114722,14576,891107,12093
759689,130119,5810952,136441
702901,155189,5454243,13776
39078,2406,292481,17737
746065,33107,5636518,298895
871220,164797,6746581,58382
945719,1499,7547810,16443
76998,9312,574382,32290
617650,9,4342201,598990
279534,3773,2221484,11015
779589,20475,6213038,3199
402785,3474,3066136,152670
367898,10454,2817750,114980
852331,31454,6680035,107159
102274,8701,791689,17802
170719,24456,1318293,23003
304345,112175,2311704,10881
798541,33327,6111011,243990
764082,70,6112558,28
382250,68097,2906702,83201
670964,2714,5351460,13538
767090,192846,5849909,93965
411148,114352,3150456,24376
334209,3,2520872,152797
483293,28896,3748366,89082
37879,1,274837,28194
239525,8200,1816919,91081
345562,54774,2630482,79240
656522,59,5252095,22
944271,18260,7329414,206494
756640,162510,5772612,117998
679991,252756,5178328,8844
438898,183,3498478,12523
846896,81,6775075,12
653007,8477,4958376,257203
584439,13,4118304,557195
144005,29654,1089740,32646
591326,533,4705370,24705
441302,75,3282520,247821
142171,26,1137341,1
592769,25,4742077,50
933948,10704,7442383,18497
148404,13293,1130118,43821
519146,87940,3870578,194650
661776,51,5294147,10
726652,191166,5529222,92828
704891,1288,5315712,322128
886262,3401,7062486,24209
605993,49,4429091,418804
955192,35006,7548112,58418
415030,88954,3218023,13263
708620,79376,5399220,190364
610860,59031,4634127,193722
718137,9558,5723188,12350
659661,37598,5124382,115308
162378,6,1287987,11031
499957,13970,3790163,195523
786047,162891,6012862,112623
293503,110557,2226534,10933
121296,29496,935026,5846
612869,39333,4738752,124867
202701,2,1508702,112904
451237,141307,3447525,21064
366207,617,2903301,25738
983343,47,7866614,83
587575,154242,4485085,61273
453915,26968,3461712,142640
767506,263782,5865663,10603
864165,191335,6575555,146430
89532,9685,672749,33822
67094,123,528342,8287
227527,3751,1751899,64566
793587,77129,6042789,228778
62744,6755,487344,7853
530938,26670,4184863,35971
325014,20776,2520523,58813
118262,137,933730,12229
73277,8,583563,2645
469934,60,3759403,9
929480,217442,7086568,131830
200089,40,1441614,159058
422348,5416,3370555,2813
599865,48891,4572967,177062
478438,7493,3818237,1774
890793,212754,6884605,28985
743877,238357,5670490,42169
937631,46,7500963,39
662813,91399,5142879,68226
983237,351817,7502827,11252
153485,8203,1162602,57075
497711,52,3722770,258866
329079,74867,2548446,9319
609059,142832,4708294,21346
613951,147931,4685655,78022
409140,142938,3071981,58201
223569,28,1591580,196944
357267,13423,2763746,80967
340251,11507,2615932,94569
23538,4772,182628,904
341860,56015,2611624,67241
68153,1449,529325,14450
761275,249388,5808077,32735
597980,76036,4549281,158523
772548,30329,5874321,275734
125565,52903,928219,23398
651378,206986,4956640,47398
176471,22620,1367126,22022
767972,193884,5828579,121313
925100,99,7400685,16
842203,173066,6542473,22085
303903,12966,2360725,57533
50042,668,396516,3152
944622,66,6992623,564287
190711,69376,1452440,3872
577306,157,4598734,19557
837569,22,6700437,93
929351,36085,7088585,310138
835148,45882,6377524,257778
209066,44358,1623315,4855
668661,231320,5082750,35218
515179,18193,3991450,111789
926350,19067,7384214,7519
10809,537,85852,83
807262,263730,6151944,42422
708996,164509,5503514,3945
834781,56253,6478797,143198
815694,6672,6280080,238800
731779,36,5246904,607292
653536,196306,4940761,91221
130518,39741,997851,6552
620885,4800,4954099,8181
167514,22574,1295425,22113
535192,4855,4271214,5467
566667,84336,4395991,53009
794064,144658,6162459,45395
446502,19326,3455503,97187
151106,6315,1172853,29680
142727,10,1140343,1463
701197,26680,5474833,108063
897666,45693,6770260,365375
637771,8,5075489,26671
843522,121,6627787,120268
590431,39,4723366,43
340585,119,2675765,48796
247490,7071,1732430,240419
536812,69445,4170072,54979
447302,1755,3564672,11989
730726,157466,5584915,103427
178546,3375,1369395,55598
923456,53701,7032699,301248
230633,41666,1784798,18600
438760,145490,3341476,23114
49096,7456,381316,3996
643568,33325,4993400,121819
758606,42475,5759154,267219
39873,6790,309619,2575
559086,13489,4337112,122087
43890,6600,329939,14581
552227,80973,4210341,126502
644623,57570,4910994,188420
255180,57961,1945180,38299
816046,250015,6190173,88180
461350,116227,3522624,51949
780460,183501,5917407,142772
28334,2067,217691,6914
22926,10829,172370,209
784653,135290,5988653,153281
80752,2,601237,44777
399374,38202,3084435,72355
303213,153273,2229301,43130
595006,76244,4541517,142287
484465,77920,3728514,69286
654599,23162,5080353,133277
268283,8,2146231,25
944354,7427,7316376,231029
108968,14,871724,6
912061,107352,7065805,123331
444757,11297,3545544,1215
969203,429458,7323048,1118
940136,3,7128861,392224
238766,1520,1901831,6777
117820,92,890951,51517
839697,101336,6522568,93672
458679,164,3660975,8293
287393,133,2265978,33033
800163,136808,6172500,91996
331271,54883,2566758,28527
890435,19390,6876108,227982
913413,118195,7089609,99500
463167,14001,3508657,182678
119639,14046,929311,13755
194717,18573,1498293,40870
919348,220981,6993306,140497
530667,35377,3958538,251421
371877,5453,2963380,6183
109459,8307,850188,17177
157672,2375,1224806,34195
296623,88922,2247712,36350
898017,64326,6854797,265013
113507,2718,903585,1753
27042,115,212072,4149
675314,112894,5156700,132918
472273,110675,3662221,5288
62960,8,501201,2471
350082,58994,2657928,83734
39193,11,313530,3
46335,8089,359935,2656
970245,245530,7386864,129566
648956,17,4581413,610218
867850,15294,6923833,3673
219709,47002,1681358,29312
880426,32988,6946840,63580
88926,4,691764,19640
802492,87006,6227910,105020
441668,103801,3424922,4621
996660,542,7928617,44121
321506,15,2268275,303758
400712,26864,3128829,50003
73037,13765,561376,9155
645242,69,5161850,17
668606,171342,5157653,19853
764196,162,6098522,14884
898413,181340,6824137,181827
317189,109392,2410845,17275
779824,4061,6191712,42819
421499,55798,3268277,47917
666326,18791,5176134,135683
141771,15081,1092879,26208
798374,135045,6098835,153112
44513,12260,338839,5005
694635,10336,5535206,11538
411796,108039,3164192,22137
377400,9639,3008556,1005
861343,207665,6680909,2170
698106,118989,5325378,140481
135970,3521,1082938,1301
760792,10590,5781352,294394
990081,26279,7532386,361983
140705,11781,1081350,32509
20326,436,157752,4420
134566,5780,1045290,25458
594928,128601,4615556,15267
482470,109291,3747882,2587
118985,19005,923317,9558
141569,20728,1087280,24544
346286,1530,2760399,8359
233921,84018,1703051,84299
638992,30,5111848,58
771112,5263,5919480,244153
33025,10571,252656,973
939755,23772,7162256,332012
229128,6055,1779865,47104
319808,3633,2552138,2693
43950,6789,339349,5462
804861,123307,6208876,106705
707075,171748,5386381,98471
342207,111487,2593536,32633
985761,79108,7657625,149355
413450,136600,3143224,27776
653988,94492,4966889,170523
192819,5395,1536099,1058
296427,44002,2302698,24716
262220,55499,2036964,5297
653930,13130,4955943,262367
198526,69369,1518465,374
443340,49698,3443937,53085
372200,119363,2854095,4142
808604,17488,6449255,2089
714865,141,5652536,66243
915844,225353,6973920,127479
942553,85,7540308,31
897898,11945,6802880,368359
768846,60,6150696,12
241609,182,1924670,8020
945968,135421,7348561,83762
239290,48279,1824358,41683
927197,126685,7202699,88192
375009,15900,2907147,77025
87854,1863,682386,18583
743627,87509,5680609,180898
293700,24,2349569,7
582688,128228,4512985,20291
279795,29,2238330,1
379342,20283,2940757,73696
634089,14021,4817155,241536
357819,29804,2723914,108834
86140,15092,648585,25443
118487,47025,892772,8099
212553,62730,1618596,19098
15341,4164,118477,87
65075,6978,496747,16875
901756,133579,7005023,75446
253340,22,1797851,228847
67217,5376,514510,17850
561929,19634,4276523,199275
129833,29826,1008510,328
996506,206764,7590636,174648
526713,100845,4082570,30289
409400,4922,3253597,16681
956702,51071,7303012,299533
920377,27493,7143769,191754
249806,544,1988226,9678
820631,43399,6277284,244365
520239,4837,4150197,6878
379910,25804,2939481,73995
671056,21,4753130,615297
390733,21390,2968330,136144
152158,226,1211034,6004
896111,114947,6956003,97938
600668,62570,4666088,76686
718947,158561,5520149,72866
922716,122,7253792,127814
96412,19,771272,5
281190,100036,2148006,1478
519127,105826,3961718,85472
928155,42135,7382870,235
103893,26766,780762,23616
878416,35566,6941873,49889
171018,2,1267293,100849
419922,98874,3217607,42895
832044,115101,6463535,77716
973693,203048,7266701,319795
706833,61,5211823,442780
125349,11205,934264,57323
160077,28851,1243419,8346
638296,5,5000508,105855
472123,38352,3576612,162020
444197,46,3553514,16
925720,22948,7378048,4764
907408,190060,6958606,110598
347320,83702,2693241,1617
74611,1689,594966,233
96808,15174,743461,15829
547564,25696,4165183,189633
843124,274963,6429256,40773
514583,1,3733860,382803
845828,25646,6325893,415085
770322,49,6162487,40
185618,3067,1480634,1243
488099,12414,3710476,181902
643322,82160,4902129,162287
468811,17,3314059,436412
755258,6974,6027657,7433
81027,41,584414,63761
506658,75612,3935841,41811
31147,8626,239008,1542
85806,907,684207,1334
964503,107,7411971,303946
819704,264175,6098183,195274
603823,24477,4701723,104384
742104,10257,5922673,3902
74120,6429,571335,15196
957547,29596,7528870,101910
992062,344615,7575851,16030
668068,130,5271853,72561
459213,8061,3514578,151065
570279,9404,4326762,226066
520458,621,4131914,31129
626065,168583,4788728,51209
600868,36225,4563956,206763
841579,24724,6703606,4302
948712,96039,7201886,291771
308006,4912,2457945,1191
528838,130057,4049615,51032
711104,125,5598061,90646
536825,74908,4170125,49567
444760,160294,3395559,2227
601915,76995,4598219,140106
813341,3151,6206394,297183
784997,12716,6264538,2722
369748,22614,2881252,54118
107264,6931,833203,17978
216107,29,1728824,3
153392,90,1169766,57280
433074,49576,3361325,53691
704820,150967,5370933,116660
684558,39469,5225746,211249
998975,33685,7955151,2964
587006,7179,4508996,179873
425620,22073,3306008,76879
997536,86737,7588360,305191
460133,11704,3665812,3548
430652,1,3117532,327683
256942,596,2045011,9929
393607,73955,3051607,23294
45802,13,366400,3
897514,50,7180035,27
729798,21450,5287601,529333
603807,69,4830371,16
643656,210674,4917024,21550
967090,55603,7512240,168877
465215,19061,3566929,135730
482729,24008,3790180,47644
828228,81,6625721,22
555805,58,4446371,11
489582,36,3696194,220426
97133,6039,752038,18987
408472,1475,3173119,93182
292510,198,2336385,3497
999513,34921,7443593,517590
823696,26461,6285190,277917
288095,129682,2153759,21319
619283,77936,4724094,152234
874350,194165,6787077,13558
537913,23385,4234906,45013
680533,281425,5157326,5513
934487,1246,7435900,38750
670185,12628,5338583,10269
73051,5741,550701,27966
973841,93434,7407605,289689
781172,50740,6062330,136306
304835,12087,2309713,116880
657693,81792,4979041,200711
421910,38222,3220941,116117
326737,17,2613846,33
330489,3273,2632243,8396
423116,128010,3221502,35416
202863,18564,1575856,28484
501221,102,3822463,187203
212605,32864,1648402,19574
475580,43,3804577,20
59143,8065,449102,15977
696009,12337,5554765,970
98950,7569,768564,15467
896998,52813,6781862,341309
970302,87829,7392920,281667
924926,80968,7163624,154816
747672,18304,5956016,7056
482484,76264,3719135,64473
107643,13,861126,5
685371,118054,5323017,41897
214774,4109,1711307,2776
725627,136537,5629880,38599
585333,113090,4460838,108736
399794,16774,3070258,111320
736973,1841,5873665,20278
802256,15097,6394469,8482
77634,14495,586870,19707
938014,60916,7168789,274407
164842,17,1318715,4
522315,4465,3938274,235781
314913,68113,2395680,55511
567303,4151,4524290,9983
866251,23107,6753872,153029
321592,106991,2440590,25155
928741,265101,7010584,154243
242722,74455,1862718,4603
276118,43360,2128292,37292
